상품코드|상품명|수량|분류1|분류2|등록일시,,
2100000864966|백설비비고소고기무국|500g      |010301|01007|2021-01-26 18:01:54,,
2100000864973|크라운꿀땅콩카라멜콘|35g       |010101|01111|2021-01-26 18:01:54,,
2100000864980|미니짱매콤간장치킨|60g       |010101|01111|2021-01-26 18:01:54,,
2100000864997|맥심모카골드90T+10T|90T*10T   |010601|09999|2021-01-26 18:01:54,,
2100000865413|오뚜기컵밥서울식설렁|281g      |010301|01045|2021-01-26 18:01:54,,
2100000872190|해태오예스딸기|6000      |010101|01019|2021-01-26 18:01:54,,
2100000872206|백설꽃소금500g|500g      |010501|01007|2021-01-26 18:01:54,,
2100000872213|고메칠리치즈포테이토|180g      |010301|01007|2021-01-26 18:01:54,,
2100000872220|백설비비고버섯야채죽|280g      |010301|01007|2021-01-26 18:01:54,,
2100000872237|백비비고쇠고기버섯죽|280g      |010301|01007|2021-01-26 18:01:54,,
2100000872244|크/뽑아쓰는키친타올|130매*6   |020401|01166|2021-01-26 18:01:54,,
2100000872251|크리넥스KF94마스크|kF94      |020301|01166|2021-01-26 18:01:54,,
2100000872268|코카/커피콜라|250ml     |010201|05017|2021-01-26 18:01:54,,
2100000872275|엠바레코코아앤밀크카|720g      |010101|01008|2021-01-26 18:01:54,,
2100000872282|템테이션연어맛|85g       |020501|01008|2021-01-26 18:01:54,,
2100000872299|오뚜기생와사비43g|43g       |010501|01045|2021-01-26 18:01:54,,
2100000872305|미쟝센선셋오렌지|80        |020199|01042|2021-01-26 18:01:54,,
2100000872329|청정원민속만두기획|1kg*1kg   |010402|05009|2021-01-26 18:01:54,,
2100000872336|청정원민속왕교자기획|420g*2    |010402|05009|2021-01-26 18:01:54,,
2100000872343|청정원고기왕만두|770g      |010402|05009|2021-01-26 18:01:54,,
2100000872350|청정원고기손만두|600g      |010402|05009|2021-01-26 18:01:54,,
2100000872367|청정원김치손만두|600g      |010402|05009|2021-01-26 18:01:54,,
2100000872374|청정원메밀전병720g|720g      |010402|05009|2021-01-26 18:01:54,,
2100000872381|청정원숯불떡갈비기획|410g*2    |010402|05009|2021-01-26 18:01:54,,
2100000872398|청정원고기산적기획|408g*2    |010402|05009|2021-01-26 18:01:54,,
2100000861194|고흥레몬차|2kg       |010602|02000|2021-01-26 18:01:54,,
2100000861200|고흥자몽차2kg|2kg       |010602|02000|2021-01-26 18:01:54,,
2100000861859|광동타우린120mlX20|20입      |010201|06002|2021-01-26 18:01:54,,
2100000861866|대봉||030201|02000|2021-01-26 18:01:54,,
2100000861873|대봉||030201|09992|2021-01-26 18:01:54,,
2100000861880|해태오사쯔고구마|3000      |010101|00000|2021-01-26 18:01:54,,
2100000861897|해태오예스자색고구마|6000      |010101|01019|2021-01-26 18:01:54,,
2100000861903|챕스틱립밤오리지날|3.5g      |020301|00000|2021-01-26 18:01:54,,
2100000862610|나뚜르바닐라아몬드||010403|05007|2021-01-26 18:01:54,,
2100000862627|백설고메중화짬뽕2인|540g      |010402|81007|2021-01-26 18:01:54,,
2100000862634|백설고메나가사키짬뽕|540g      |010402|81007|2021-01-26 18:01:54,,
2100000862672|우성아카시아벌꿀|1.2kg     |010602|01055|2021-01-26 18:01:54,,
2100000862733|동아가그린오리지널|100ml     |020101|04007|2021-01-26 18:01:54,,
2100000862740|삼립비스마르크도넛|74g       |010102|01068|2021-01-26 18:01:54,,
2100000862757|데톨오리지날비누|95g       |020101|01154|2021-01-26 18:01:54,,
2100000862764|데톨오리지널비누|95g       |020101|01154|2021-01-26 18:01:54,,
2100000862771|농심수미칩바질페스토|85g*12    |010101|01043|2021-01-26 18:01:54,,
2100000862801|백설비비고교자칼국수|630g      |010402|81007|2021-01-26 18:01:54,,
2100000862818|백설비비고버섯칼국수|592g      |010402|81007|2021-01-26 18:01:54,,
2100000862825|신/처음처럼순한6입|360ml*6   |010801|01048|2021-01-26 18:01:54,,
2100000862832|스텔라대캔박스|500ml*4*6 |010802|01048|2021-01-26 18:01:54,,
2100000862849|스타우트캔355*24|355ml*24  |010802|01048|2021-01-26 18:01:54,,
2100000862856|엄마손맛구수한누룽지|600g      |010301|09999|2021-01-26 18:01:54,,
2100000863204|미등록상품||999999|99999|2021-01-26 18:01:54,,
2100000863211|백설밀당바삭한김말이|400g      |010402|81007|2021-01-26 18:01:54,,
2100000863228|백설프레시안꽃빵화권|550g      |010402|81007|2021-01-26 18:01:54,,
2100000863235|백설숯불닭강정|200g      |010402|81007|2021-01-26 18:01:54,,
2100000863242|백설고메디아볼라피자|300g      |010402|81007|2021-01-26 18:01:54,,
2100000863259|백설고메불고기피자|360g      |010402|81007|2021-01-26 18:01:54,,
2100000863266|백설마이쉐프갈비만두|300g      |010402|81007|2021-01-26 18:01:54,,
2100000863273|그래놀라카카오호두|300g      |010103|01055|2021-01-26 18:01:54,,
2100000863280|태화고무장갑/뉴 |특대      |020301|04007|2021-01-26 18:01:54,,
2100000863297|크린？지퍼백30*35|15매      |020301|04007|2021-01-26 18:01:54,,
2100000863389|박카스맛젤리|50g       |010101|00000|2021-01-26 18:01:54,,
2100000863396|서울아침에쥬스포도|210ml     |010201|01115|2021-01-26 18:01:54,,
2100000863402|냉동낙지|800g      |010402|09238|2021-01-26 18:01:54,,
2100000863419|광동생강쌍화120ml|120ml     |010201|06002|2021-01-26 18:01:54,,
2100000861057|템플러5핀케이블1M|1M        |020301|05014|2021-01-26 18:01:54,,
2100000861064|케이블UTP케이블2M|2M        |020301|05014|2021-01-26 18:01:54,,
2100000861071|케이블UTP케이블3M|3M        |020301|05014|2021-01-26 18:01:54,,
2100000861088|케이블UTP케이블5M|5M        |020301|05014|2021-01-26 18:01:54,,
2100000861095|과일방석||020301|05014|2021-01-26 18:01:54,,
2100000861101|데이터케이블템플러5 ||020301|05014|2021-01-26 18:01:54,,
2100000861125|백설비비고고추장삼겹|180g      |010402|81007|2021-01-26 18:01:54,,
2100000861217|백설햇반매일잡곡밥|201g*3    |010301|01007|2021-01-26 18:01:54,,
2100000861583|롯데칙촉몬스터티라미|40g       |010101|01062|2021-01-26 18:01:54,,
2100000861590|롯데몬스터칙촉쇼콜라|40g       |010101|01062|2021-01-26 18:01:54,,
2100000861606|바지락살|200g      |010402|09238|2021-01-26 18:01:54,,
2100000861613|홍합살|200g      |010402|09238|2021-01-26 18:01:54,,
2100000861620|홍새우살|200g      |010402|09238|2021-01-26 18:01:54,,
2100000861637|칵테일새우살|200g      |010402|09238|2021-01-26 18:01:54,,
2100000861644|날치알레드|150g      |010402|09238|2021-01-26 18:01:54,,
2100000861651|날치알골드|150g      |010402|09238|2021-01-26 18:01:54,,
2100000861668|꽁치5미|5미       |010402|09238|2021-01-26 18:01:54,,
2100000861675|빵가루새우|30g*10미  |010402|09238|2021-01-26 18:01:54,,
2100000861682|냉동낙지|800g      |010402|09238|2021-01-26 18:01:54,,
2100000861699|순살고등어/국내산|500g      |010402|09238|2021-01-26 18:01:54,,
2100000861705|순살고등어/국내|500g      |010402|09238|2021-01-26 18:01:54,,
2100000861712|오징어2미|2미       |010402|09238|2021-01-26 18:01:54,,
2100000861729|훈제연어슬라이스|200g      |010402|09238|2021-01-26 18:01:54,,
2100000861736|절단꽃게            |450g      |010402|09238|2021-01-26 18:01:54,,
2100000861743|참조기|800g      |010402|09238|2021-01-26 18:01:54,,
2100000861750|절단동태|1kg       |010402|09238|2021-01-26 18:01:54,,
2100000861767|명태고니|700g      |010402|09238|2021-01-26 18:01:54,,
2100000861774|해물탕|1kg       |010402|09238|2021-01-26 18:01:54,,
2100000861781|토막코다리|700g      |010402|09238|2021-01-26 18:01:54,,
2100000861798|해물모듬            |500g      |010402|09238|2021-01-26 18:01:54,,
2100000861804|알탕|1kg       |010402|09238|2021-01-26 18:01:54,,
2100000861811|제주은갈치|700g      |010402|09238|2021-01-26 18:01:54,,
2100000861828|화이트새우|20미      |010402|09238|2021-01-26 18:01:54,,
2100000861835|논우렁|600g      |010402|09238|2021-01-26 18:01:54,,
2100000861842|해물모듬|2.8kg     |010402|09238|2021-01-26 18:01:54,,
2100000861989|순창진간장기픈샘|13kg      |010501|09999|2021-01-26 18:01:54,,
2100000861996|백고메마크니커리치킨|180g      |010301|01007|2021-01-26 18:01:54,,
2100000862009|백설고메핫스파미트볼|180g      |010301|01007|2021-01-26 18:01:54,,
2100000862016|피코크훈제오리다리살|200g      |010401|00000|2021-01-26 18:01:54,,
2100000885404|블로냐스파게티4인분||010301|81007|2021-01-26 18:01:54,,
2100000885589|삼립/카라멜요팡|75g       |010102|01068|2021-01-26 18:01:54,,
2100000885596|삽립감귤유자크림빵|85g       |010102|01068|2021-01-26 18:01:54,,
2100000885602|금강/연두부|300g      |030101|02000|2021-01-26 18:01:54,,
2100000885619|오/X.O.통새우군만두|540g      |010402|01045|2021-01-26 18:01:54,,
2100000885626|오리온치킨팝땡초찜닭|81g       |010101|01117|2021-01-26 18:01:54,,
2100000885831|해태자가비에그크랩|18g*5     |010101|01019|2021-01-26 18:01:54,,
2100000885848|백설가쓰오냉소바2인|570g      |010401|81007|2021-01-26 18:01:54,,
2100000886180|농심인디안밥쏙쏙|45g       |010101|01043|2021-01-26 18:01:54,,
2100000886197|농심인디안밥쏙쏙박스|45g*16    |010101|01043|2021-01-26 18:01:54,,
2100000886203|울타리콩|국내산    |030101|02000|2021-01-26 18:01:54,,
2100000886388|백설유부초밥김치볶음|3*1       |010301|81007|2021-01-26 18:01:54,,
2100000886395|맥스봉할라피뇨후랑크|70g       |010301|81007|2021-01-26 18:01:54,,
2100000886401|메디안잇몸케어120g|120g      |020101|09999|2021-01-26 18:01:54,,
2100000886470|블루마운틴모카자바|200g      |010601|01055|2021-01-26 18:01:54,,
2100000886487|노니염색다크브라운|80g       |020199|01051|2021-01-26 18:01:54,,
2100000886494|노니염색내추럴브라운|80g       |020199|01051|2021-01-26 18:01:54,,
2100000886500|노니염색와인브라운|80g       |020199|01051|2021-01-26 18:01:54,,
2100000886517|노니염색오렌지브라운|80g       |020199|01051|2021-01-26 18:01:54,,
2100000886524|히말라야솔트민트치약|100g      |020101|01051|2021-01-26 18:01:54,,
2100000886531|히말라야솔트카밍치약|100g      |020101|01051|2021-01-26 18:01:54,,
2100000886548|소피한결오버나이트|10p       |020403|01051|2021-01-26 18:01:54,,
2100000886555|엘지리엔노니샴푸|500ml     |020101|01051|2021-01-26 18:01:54,,
2100000886562|엘지리엔노니린스|500ml     |020101|01051|2021-01-26 18:01:54,,
2100000886579|엘지리엔개똥쑥샴푸|500ml     |020101|01051|2021-01-26 18:01:54,,
2100000886586|체리부로닭가슴살1Kg|1kg       |010402|00000|2021-01-26 18:01:54,,
2100000886593|스위트몬스터물티슈|100매     |020401|09999|2021-01-26 18:01:54,,
2100000886609|연태구냥/고량주|250ml     |010899|01048|2021-01-26 18:01:54,,
2100000886616|연태구냥고량주박스|250ml*20  |010899|01048|2021-01-26 18:01:54,,
2100000886791|해피/라벤더바디워시|900g      |020101|09999|2021-01-26 18:01:54,,
2100000886982|올반닭다리순살스테|120g      |010402|00000|2021-01-26 18:01:54,,
2100000886999|올반닭다리순살소금|120g      |010402|00000|2021-01-26 18:01:54,,
2100000887002|농심짜파큰컵트러플|109g      |010306|01043|2021-01-26 18:01:54,,
2100000887019|농심짜파게티트러플B|109g*16   |010306|01043|2021-01-26 18:01:54,,
2100000887200|해태자가비허브솔트|90g       |010101|01019|2021-01-26 18:01:54,,
2100000887217|농심안성탕면소컵15입|66g*15    |010306|01043|2021-01-26 18:01:54,,
2100000887224|리빙소프트티슈3입|180매*3   |020401|01166|2021-01-26 18:01:54,,
2100000872404|청/계란동그랑땡기획|450g*2    |010402|05009|2021-01-26 18:01:54,,
2100000872411|청/강황통새우볶음밥|450g      |010402|05009|2021-01-26 18:01:54,,
2100000872428|청/황태계란야채볶밥|450g      |010402|05009|2021-01-26 18:01:54,,
2100000872435|청정원밀푀유돈까스|450g      |010402|05009|2021-01-26 18:01:54,,
2100000872442|청정원한입돈까스|450g      |010402|05009|2021-01-26 18:01:54,,
2100000872459|안주야논현동오돌뼈볶|160g      |010402|05009|2021-01-26 18:01:54,,
2100000872466|청/논현직화모듬곱창|260g      |010402|05009|2021-01-26 18:01:54,,
2100000872473|청정원야채물만두기획|450g*2    |010402|05009|2021-01-26 18:01:54,,
2100000872589|츄파춥스부케||010101|01044|2021-01-26 18:01:54,,
2100000872596|츄파？스컵케익||010101|01044|2021-01-26 18:01:54,,
2100000872602|동원살코기참치200g|200g      |010701|09999|2021-01-26 18:01:54,,
2100000872619|팔도비빔매운맛멀티|5입       |010306|09999|2021-01-26 18:01:54,,
2100000872725|농심감자면큰컵박스|92g*16    |010306|01043|2021-01-26 18:01:54,,
2100000872732|농심감자면큰사발|92g       |010306|01043|2021-01-26 18:01:54,,
2100000872787|유채나물|국내산    |030101|02000|2021-01-26 18:01:54,,
2100000872794|오리온치킨팝닭강정|81g       |010101|01117|2021-01-26 18:01:54,,
2100000872800|동원돌워터젤리청포도|130ml     |010201|01047|2021-01-26 18:01:54,,
2100000872817|미등록상품||999999|99999|2021-01-26 18:01:54,,
2100000872824|동원워터젤리청포도|130ml     |010201|01047|2021-01-26 18:01:54,,
2100000873111|미닛플라워장미&포도|1.2L      |010201|05017|2021-01-26 18:01:54,,
2100000873128|터보/라이타||020301|04007|2021-01-26 18:01:54,,
2100000873135|멀티개별접지6구5M|6구5M     |020301|04007|2021-01-26 18:01:54,,
2100000873142|이지뱅세탁조세정제|500g      |020202|01154|2021-01-26 18:01:54,,
2100000873180|뚜레반냉콩국수|400g      |010301|02000|2021-01-26 18:01:54,,
2100000873197|냉콩국수용콩가루|70g*3     |010301|02000|2021-01-26 18:01:54,,
2100000873203|대저짭짤이토마토|국내산    |030201|02000|2021-01-26 18:01:54,,
2100000873654|2080시그니처토탈블루|150g*4    |020101|09999|2021-01-26 18:01:54,,
2100000873661|2080시그니처토탈블루|150g      |020101|09999|2021-01-26 18:01:54,,
2100000873678|롯데스카치세가지캔디|2500      |010101|09999|2021-01-26 18:01:54,,
2100000873708|양송이(홀)3kg|3kg       |010501|02000|2021-01-26 18:01:54,,
2100000873715|아스파라거스/국내산||030101|02000|2021-01-26 18:01:54,,
2100000873722|토닉워터깔라만시|300ml     |010899|01048|2021-01-26 18:01:54,,
2100000873739|토닉워터깔라만300ml|300ml     |010899|01048|2021-01-26 18:01:54,,
2100000873746|오뚜기런천미트|200g      |010701|09999|2021-01-26 18:01:54,,
2100000873784|동서구기자차|40T       |010602|01055|2021-01-26 18:01:54,,
2100000873791|동서도라지작두콩차|40T       |010602|01055|2021-01-26 18:01:54,,
2100000873807|세븐스타 7|7mg       |060102|05020|2021-01-26 18:01:54,,
2100000873814|오/섬섬옥수수어니언|68g       |010101|01117|2021-01-26 18:01:54,,
2100000863426|광동생강쌍화 10병|120ml*10  |010201|06002|2021-01-26 18:01:54,,
2100000863433|백설안심알짜란15구||030501|81007|2021-01-26 18:01:54,,
2100000863440|백설더안심알짜란10구|10구      |030501|81007|2021-01-26 18:01:54,,
2100000863457|백설고메치즈핫도그|425g      |010402|81007|2021-01-26 18:01:54,,
2100000863464|그린벼리방걸레리필||010201|01105|2021-01-26 18:01:54,,
2100000863587|팔도더왕뚜껑멀티5*1|5+1       |010306|09999|2021-01-26 18:01:54,,
2100000863594|킨더초코렛미니|132g      |010101|09999|2021-01-26 18:01:54,,
2100000863600|풀무원생물만두기획|250g*3    |010402|00011|2021-01-26 18:01:54,,
2100000863822|샤프란향기캡팡팡센티|1000ml    |020202|01051|2021-01-26 18:01:54,,
2100000863839|샤프란향기오브라일락|1000ml    |020202|01051|2021-01-26 18:01:54,,
2100000863846|AURA향기팡팡로즈|1L        |020202|01051|2021-01-26 18:01:54,,
2100000863853|애경스파크리필|8.5*500g  |020202|09999|2021-01-26 18:01:54,,
2100000863860|백설꽃소금1kg|1kg       |010501|01007|2021-01-26 18:01:54,,
2100000863877|백설꽃소금3kg|3kg       |010501|09999|2021-01-26 18:01:54,,
2100000863884|광천재래김8*8봉|4g*16     |010506|09999|2021-01-26 18:01:54,,
2100000863891|광천파래김8*8봉|4g*16     |010506|09999|2021-01-26 18:01:54,,
2100000863907|엘지죽염네츄럴기획|160g*3    |020101|00000|2021-01-26 18:01:54,,
2100000863914|엘지죽염내츄럴프레쉬|160g      |020101|09999|2021-01-26 18:01:54,,
2100000863921|국내산 매생이|400g      |030101|02000|2021-01-26 18:01:54,,
2100000863938|매생이|400g      |030101|02000|2021-01-26 18:01:54,,
2100000863945|오뚜기미역국라면컵|100g      |010306|01045|2021-01-26 18:01:54,,
2100000863952|갈대비A||020301|05014|2021-01-26 18:01:54,,
2100000863969|롯데왓따짱셔요청포도|48g       |010101|01062|2021-01-26 18:01:54,,
2100000863976|오버액션토끼마술패치|2매       |020301|00000|2021-01-26 18:01:54,,
2100000863983|피코크고기왕만두|140g      |010402|00000|2021-01-26 18:01:54,,
2100000863990|피코크김치왕만두|140g      |010402|00000|2021-01-26 18:01:54,,
2100000864003|피코크사천왕만두|140g      |010402|00000|2021-01-26 18:01:54,,
2100000864010|피코크맛있는족발|200g      |010401|00000|2021-01-26 18:01:54,,
2100000864027|삼립꿀데니쉬|100g      |010102|01068|2021-01-26 18:01:54,,
2100000864034|롯데꼬깔콘4번들||010101|01062|2021-01-26 18:01:54,,
2100000864133|해태허니버터칩아몬드|3000      |010101|01019|2021-01-26 18:01:54,,
2100000864140|샘표연두청양초|275ml     |010501|01005|2021-01-26 18:01:54,,
2100000864157|로얄프레즐크림치즈|100g      |010402|01242|2021-01-26 18:01:54,,
2100000864164|로얄프네즐초코|100g      |010402|01242|2021-01-26 18:01:54,,
2100000864171|컵밥곤드레나물보리밥|290g      |010301|01045|2021-01-26 18:01:54,,
2100000864188|오뚜기컵밥평양식온반|290g      |010301|01045|2021-01-26 18:01:54,,
2100000864195|오뚜기톡톡김치알밥|192g      |010301|01045|2021-01-26 18:01:54,,
2100000864201|에코리빙3겹데코|30롤      |020401|01166|2021-01-26 18:01:54,,
2100000861040|데이터케이블5핀1M|1M        |020301|05014|2021-01-26 18:01:54,,
2100000862184|종가우리가족통단무지|550g      |010308|05009|2021-01-26 18:01:54,,
2100000862191|크리스피치즈핫도그|375g      |010402|05009|2021-01-26 18:01:54,,
2100000862207|동일계란절단기||020301|09999|2021-01-26 18:01:54,,
2100000862214|하인즈데미그라스소스|3kg       |010501|02000|2021-01-26 18:01:54,,
2100000862221|그라나파다나치즈||010301|02000|2021-01-26 18:01:54,,
2100000862238|성경청솔웰빙전장김|60g       |010506|07004|2021-01-26 18:01:54,,
2100000862245|성경재래식파래김|12단      |010506|07004|2021-01-26 18:01:54,,
2100000862252|비비고김치왕교자기획|350g*2    |010402|81007|2021-01-26 18:01:54,,
2100000862382|할매손맛젓갈새우젓|2kg       |010505|09035|2021-01-26 18:01:54,,
2100000862597|스타벅스스위트블랙|275ml     |010201|01055|2021-01-26 18:01:54,,
2100000862603|크라운뽀또치즈타르트|5000      |010101|00000|2021-01-26 18:01:54,,
2100000862641|성경우리쌀국수/멸치|92g       |010306|07004|2021-01-26 18:01:54,,
2100000862658|신선한만나쌈/국내산||030101|02000|2021-01-26 18:01:54,,
2100000862665|개별멀티탭2구5호|2구5m     |020301|04007|2021-01-26 18:01:54,,
2100000862689|성경우리쌀국수/얼큰|92g       |010306|07004|2021-01-26 18:01:54,,
2100000862696|허니버터아몬드|210g      |030401|09033|2021-01-26 18:01:54,,
2100000862702|복숭아맛아몬드|210g      |030401|09033|2021-01-26 18:01:54,,
2100000862719|망고바나나맛아몬드|210g      |030401|09033|2021-01-26 18:01:54,,
2100000862726|논우렁|600g      |010402|09238|2021-01-26 18:01:54,,
2100000862788|미니에담스틱|20g*6     |010401|01157|2021-01-26 18:01:54,,
2100000862795|미니고다스틱|20g*6     |010401|01157|2021-01-26 18:01:54,,
2100000863761|롯데옥동자모나카밀크|1500      |010403|05007|2021-01-26 18:01:54,,
2100000864218|위메이드밀크쿠키|60g       |010101|01008|2021-01-26 18:01:54,,
2100000864225|위메이드쇼트브래드|68g       |010101|01008|2021-01-26 18:01:54,,
2100000864232|크라운키커녹차파우치||010101|01111|2021-01-26 18:01:54,,
2100000864249|크라운죠리퐁|3600      |010101|00000|2021-01-26 18:01:54,,
2100000864256|농심쿡탐매콤국물라볶|390g*12   |010306|01043|2021-01-26 18:01:54,,
2100000864263|농쿡탐매콤국물라볶이|390g      |010306|01043|2021-01-26 18:01:54,,
2100000864270|대림감자고기떡만두|300g*2    |010402|01242|2021-01-26 18:01:54,,
2100000864287|손수모짜렐라치즈스틱|300g      |010402|01242|2021-01-26 18:01:54,,
2100000864294|ES피토케라틴모이샴푸|680ml     |020101|01051|2021-01-26 18:01:54,,
2100000864300|ES피토케라틴모이린스|680ml     |020101|01051|2021-01-26 18:01:54,,
2100000864317|ES아르단집중영양샴푸|680ml     |020101|01051|2021-01-26 18:01:54,,
2100000864324|ES아르간집중영양린스|680ml     |020101|01051|2021-01-26 18:01:54,,
2100000864331|ES마린콜라겐볼륨샴푸|680ml     |020101|01051|2021-01-26 18:01:54,,
2100000864348|ES마린콜라겐볼륨린스|680ml     |020101|01051|2021-01-26 18:01:54,,
2100000887231|크라운못말리는신짱|294g      |010101|01111|2021-01-26 18:01:54,,
2100000887248|농심안성탕면소컵15입|66g*15    |010306|01043|2021-01-26 18:01:54,,
2100000887255|델몬트배아이스|150ml     |010403|05007|2021-01-26 18:01:54,,
2100000887385|백설참진한참기름|300ml     |010501|01007|2021-01-26 18:01:54,,
2100000887392|백설참진한참기름400|400ml     |010501|01007|2021-01-26 18:01:54,,
2100000887583|백설맥스봉치즈|55g*15    |010301|81007|2021-01-26 18:01:54,,
2100000887590|칭타오퓨어500*24|500ml*24  |010802|01048|2021-01-26 18:01:54,,
2100000887606|오비필굿1.6 박스|1.6*6     |010802|01048|2021-01-26 18:01:54,,
2100000887613|하이트테라640 BOX|640ml*12  |010802|01048|2021-01-26 18:01:54,,
2100000887620|칭타오퓨어500*4|500ml*4   |010802|01048|2021-01-26 18:01:54,,
2100000887637|칭타오퓨오캔/대|500ml     |010802|01048|2021-01-26 18:01:54,,
2100000887644|오비필굿1.6L|1.6L      |010802|01048|2021-01-26 18:01:54,,
2100000887651|하이트테라병640ml|640ml     |010802|01048|2021-01-26 18:01:54,,
2100000887668|오물조물광천김||010506|09999|2021-01-26 18:01:54,,
2100000887781|맥스봉치즈|55g       |010301|81007|2021-01-26 18:01:54,,
2100000887989|크린랩어린이용장갑|30매      |020301|02000|2021-01-26 18:01:54,,
2100000887996|영콘통조림|400g      |020301|02000|2021-01-26 18:01:54,,
2100000888009|서주참외롭다|75ml      |010403|05007|2021-01-26 18:01:54,,
2100000888016|서주왕수박알|120ml     |010403|05007|2021-01-26 18:01:54,,
2100000888023|오/포카칩구운마늘맛|110g      |010101|01117|2021-01-26 18:01:54,,
2100000888030|오리온포카칩땡초간장|3000      |010101|01117|2021-01-26 18:01:54,,
2100000888184|오/맥앤치즈스파게티|130g      |010306|01045|2021-01-26 18:01:54,,
2100000888382|칭따오위트비어대캔|500ml     |010802|01048|2021-01-26 18:01:54,,
2100000888399|삼립스위트콘카스테라|60g       |010102|01068|2021-01-26 18:01:54,,
2100000888405|오/X.O.새우홍게살|576g      |010402|01045|2021-01-26 18:01:54,,
2100000888580|에쎄/체인지히말보루|보루      |060101|00001|2021-01-26 18:01:54,,
2100000888597|에쎄/체인지히말라야|1갑       |060101|00001|2021-01-26 18:01:54,,
2100000888603|황주전자6L|6L        |020301|05014|2021-01-26 18:01:54,,
2100000888610|키친아트버터나이프||020301|05014|2021-01-26 18:01:54,,
2100000888627|트롤리/베리향구미|100g      |010101|01008|2021-01-26 18:01:54,,
2100000888634|브레드슈가파우더|210g      |010903|01008|2021-01-26 18:01:54,,
2100000888641|브레드코코아파우더|155g      |010903|01008|2021-01-26 18:01:54,,
2100000888658|알프레도오리지날소스|410g      |010501|01008|2021-01-26 18:01:54,,
2100000888665|컬리아트마늘토마토|430g      |010501|01008|2021-01-26 18:01:54,,
2100000888672|부르본바닐라비스킷|175g      |010101|01008|2021-01-26 18:01:54,,
2100000888689|부르본초콜릿비스킷|175g      |010101|01008|2021-01-26 18:01:54,,
2100000888696|전자렌지용팝콘78g|78g       |010301|01008|2021-01-26 18:01:54,,
2100000873821|오리온섬섬옥수수매콤|68g       |010101|01117|2021-01-26 18:01:54,,
2100000873838|그레이드젤라벤더향|147g      |020404|01042|2021-01-26 18:01:54,,
2100000873845|그레이드순수한바닐라|147g      |020404|01042|2021-01-26 18:01:54,,
2100000873852|그레이드상큼한레몬|147g      |020404|01042|2021-01-26 18:01:54,,
2100000873869|그레/상쾌한바닷바람|147g      |020404|01042|2021-01-26 18:01:54,,
2100000873876|그레이드젤후로랄향|147g      |020404|01042|2021-01-26 18:01:54,,
2100000873883|그레이드은방울꽃향기|147g      |020404|01042|2021-01-26 18:01:54,,
2100000873890|메디안리프레시치약|120g*3    |020101|01042|2021-01-26 18:01:54,,
2100000873906|메디안대나무치솔4입|4p        |020101|01042|2021-01-26 18:01:54,,
2100000873913|미쟝센플렉서블스프레|300ml     |020199|01042|2021-01-26 18:01:54,,
2100000864478|농심오짬국물라볶이|2인/380g  |010306|01043|2021-01-26 18:01:54,,
2100000864485|농심오짬국물라볶이B|380g*12   |010306|01043|2021-01-26 18:01:54,,
2100000864492|농심포스틱콘스프맛|80g       |010101|01043|2021-01-26 18:01:54,,
2100000864508|농심포스틱콘스프맛B|80g*20    |010101|01043|2021-01-26 18:01:54,,
2100000864515|농심튀김우동멀티박스|118g*4*8  |010306|01043|2021-01-26 18:01:54,,
2100000864522|농심튀김우동멀티|118g*4    |010306|01043|2021-01-26 18:01:54,,
2100000864539|백셀AA*4|4p        |020301|04007|2021-01-26 18:01:54,,
2100000864546|수복-밀대양초|대        |020301|04007|2021-01-26 18:01:54,,
2100000864553|크린랩다시백/중|50p       |020301|04007|2021-01-26 18:01:54,,
2100000864560|크린랩다시백/소|50p       |020301|04007|2021-01-26 18:01:54,,
2100000864577|봉지면봉|100p      |020301|04007|2021-01-26 18:01:54,,
2100000864584|국내산 밤||030201|02000|2021-01-26 18:01:54,,
2100000864829|개별멀티탭/3구3호|3구3M     |020301|04007|2021-01-26 18:01:54,,
2100000864836|현대개별멀티텝6구1.5|6구1.5M   |020301|04007|2021-01-26 18:01:54,,
2100000864843|현대개별멀티탭/4구3m|4구3m     |020301|04007|2021-01-26 18:01:54,,
2100000864850|동서가루녹차지관|40g       |010602|01055|2021-01-26 18:01:54,,
2100000864867|동서타라망고피치향|20T       |010602|01055|2021-01-26 18:01:54,,
2100000864874|동서타라클래식녹차|20T       |010602|01055|2021-01-26 18:01:54,,
2100000864904|오/크루통컵스프버섯|72g       |010301|01045|2021-01-26 18:01:54,,
2100000865185|무궁화살균99%기획|230g*4입  |020202|00000|2021-01-26 18:01:54,,
2100000865192|목장갑10p|10p       |999999|04007|2021-01-26 18:01:54,,
2100000865208|황금향||030201|02000|2021-01-26 18:01:54,,
2100000865215|롯허쉬너겟쿠키앤크림|159g      |010101|01062|2021-01-26 18:01:54,,
2100000865222|아리랑고려홍삼캔디|250g      |010101|01224|2021-01-26 18:01:54,,
2100000865239|롯데가나미니블랙|2500      |010101|01062|2021-01-26 18:01:54,,
2100000865604|해태딸기웨하스|900       |010101|01019|2021-01-26 18:01:54,,
2100000865611|서주민트리치바|800       |010403|05007|2021-01-26 18:01:54,,
2100000864423|코베아핫팩|1p        |020301|00000|2021-01-26 18:01:54,,
2100000864430|바로구이대패목심|500g      |010402|00000|2021-01-26 18:01:54,,
2100000864591|농심튀김우동멀티박스|118g*4*8  |010306|01043|2021-01-26 18:01:54,,
