상품코드|상품명|수량|분류1|분류2|등록일시,,
2100000626052|송염고은단치약130*3||020301|01042|2021-01-26 18:01:54,,
2100000626069|2080어린이딸기향80*2|3입       |020101|06007|2021-01-26 18:01:54,,
2100000626076|LG토디앙황토특대/40p|40p       |020402|01051|2021-01-26 18:01:54,,
2100000626083|참기름자반볶음번들|50g+50g   |010301|09999|2021-01-26 18:01:54,,
2100000613007|할라페뇨슬라이스|540g      |010903|09999|2021-01-26 18:01:54,,
2100000613014|바다장어(은장어)채|170g      |030401|09033|2021-01-26 18:01:54,,
2100000613021|오징어왕다리|150g      |030401|09033|2021-01-26 18:01:54,,
2100000613038|조미장어포|170g      |030401|09033|2021-01-26 18:01:54,,
2100000613045|부광/시린메드칫솔|부드러운모|020101|09999|2021-01-26 18:01:54,,
2100000613052|라이스데이유2*1 |2+1입     |020101|09999|2021-01-26 18:01:54,,
2100000613069|[비누]라이스데이(유)|100G      |020101|09999|2021-01-26 18:01:54,,
2100000613182|꿀꽈배기90g*30입박스||010101|01043|2021-01-26 18:01:54,,
2100000613410|롯데명가찰떡아이스|1300      |010403|05007|2021-01-26 18:01:54,,
2100000613427|미등록상품||999999|99999|2021-01-26 18:01:54,,
2100000613434|미등록상품||999999|99999|2021-01-26 18:01:54,,
2100000625444|카페베네카페라떼|200ml     |010201|99584|2021-01-26 18:01:54,,
2100000625451|페리오)여행칫솔세트||020101|09999|2021-01-26 18:01:54,,
2100000625468|듀페허니진저쿠키3000||010101|01062|2021-01-26 18:01:54,,
2100000625475|롯)포테라감자크림|1500      |010101|01062|2021-01-26 18:01:54,,
2100000625482|드롭탑카라멜마키야토|250ml     |010201|08244|2021-01-26 18:01:54,,
2100000625499|카페드롭탑카페모카|250ml     |010201|08244|2021-01-26 18:01:54,,
2100000625604|미니자유시간12000||010101|01019|2021-01-26 18:01:54,,
2100000625789|생강가루||999999|01242|2021-01-26 18:01:54,,
2100000628193|려뿌리볼륨샴푸400+18|400+180   |020101|01042|2021-01-26 18:01:54,,
2100000628209|려흑운모뿌리볼륨린스|400ml     |020199|01042|2021-01-26 18:01:54,,
2100000628216|려청아딥클렌징린스|400ml     |020101|01042|2021-01-26 18:01:54,,
2100000628223|함빛극손상케어기획|400+180g  |020101|01042|2021-01-26 18:01:54,,
2100000628230|함빛극손상케어린스|400ml     |020101|01042|2021-01-26 18:01:54,,
2100000628247|려진생토탈중건성기획|400g*180  |020101|01042|2021-01-26 18:01:54,,
2100000628254|려토탈지성샴푸400+18|400+180   |020101|01042|2021-01-26 18:01:54,,
2100000628469|참이슬후레쉬1.8L*6|1.8L*6    |010801|01048|2021-01-26 18:01:54,,
2100000628476|참이슬후레쉬포켓BOX|200ml*20  |010801|01048|2021-01-26 18:01:54,,
2100000628483|처음처럼순한360ml*20||010801|01048|2021-01-26 18:01:54,,
2100000628490|처음처럼지함360ML*20||999999|01048|2021-01-26 18:01:54,,
2100000628506|삼양나가사끼짬뽕소컵|30입      |010306|01049|2021-01-26 18:01:54,,
2100000628513|불낙볶음면멀티박스|멀티5입*8 |999999|01073|2021-01-26 18:01:54,,
2100000628520|불닭볶음면큰컵16입|1박스     |010306|09999|2021-01-26 18:01:54,,
2100000608232|농)강글리오꿀사과10P||010601|01043|2021-01-26 18:01:54,,
2100000608386|조지아스윗아메리카노|275ml     |010601|05017|2021-01-26 18:01:54,,
2100000608393|조지아에스프레소라떼|270ml     |010601|05017|2021-01-26 18:01:54,,
2100000608409|카타기C4||020301|05014|2021-01-26 18:01:54,,
2100000608416|말표가정용구두약||020301|05014|2021-01-26 18:01:54,,
2100000608423|미성호일30*30|30*30     |020301|04007|2021-01-26 18:01:54,,
2100000608430|일회용우의||020301|04007|2021-01-26 18:01:54,,
2100000622023|비쥬드아모르12입||010101|01044|2021-01-26 18:01:54,,
2100000622030|정사각핸들5.0L*금호||020301|05014|2021-01-26 18:01:54,,
2100000622047|꼬미락밀페0.2/2입||020301|05014|2021-01-26 18:01:54,,
2100000622054|도루코커터기S101|1P        |020301|05014|2021-01-26 18:01:54,,
2100000622061|센스미니반짇고리||020301|05014|2021-01-26 18:01:54,,
2100000622078|양면빗|1         |020301|05014|2021-01-26 18:01:54,,
2100000622085|엔틱꼬리빗 칼라||020301|05014|2021-01-26 18:01:54,,
2100000622092|발밀이7-6|.         |020301|05014|2021-01-26 18:01:54,,
2100000622108|앤틱사각접경||020301|05014|2021-01-26 18:01:54,,
2100000622184|진매실병50ml|50ml      |010203|01382|2021-01-26 18:01:54,,
2100000622382|진매실농축액|50ml*10입 |010201|01382|2021-01-26 18:01:54,,
2100000622580|청)닭볶음양념560ml|.         |010501|01052|2021-01-26 18:01:54,,
2100000622597|오뚜기닭볶음탕양념|470g      |010501|01045|2021-01-26 18:01:54,,
2100000622788|대림구운마늘햄|140g      |010401|01242|2021-01-26 18:01:54,,
2100000623020|샤니스위티파이|800       |010102|01068|2021-01-26 18:01:54,,
2100000623037|네스카페신선모카20T|20T       |010601|01055|2021-01-26 18:01:54,,
2100000623044|네슬레신선한리치커피|20T       |010601|01055|2021-01-26 18:01:54,,
2100000623051|고향)생강쌍화한차12t||010602|01055|2021-01-26 18:01:54,,
2100000631186|사조로하이팝콘달콤|90g       |010301|01242|2021-01-26 18:01:54,,
2100000631193|사조로하팝콘오리지날|90g       |010301|01242|2021-01-26 18:01:54,,
2100000631209|사조로하이팝콘버터맛|90g       |010301|01242|2021-01-26 18:01:54,,
2100000631216|초야팝콘700g||010301|01242|2021-01-26 18:01:54,,
2100000631223|체리블러썸핸드워시|300g      |010301|01042|2021-01-26 18:01:54,,
2100000631230|일리동백오일마스크팩|1매       |020301|01042|2021-01-26 18:01:54,,
2100000631247|일리연꽃수분마스크팩|1매       |020301|01042|2021-01-26 18:01:54,,
2100000631254|일리쑥진정마스크팩|1매       |020301|01042|2021-01-26 18:01:54,,
2100000631261|해태신당동떡볶이||010101|01019|2021-01-26 18:01:54,,
2100000631278|해태]호두마루4000|4000      |010101|01019|2021-01-26 18:01:54,,
2100000631285|해태피자감자칩|3000      |010101|01019|2021-01-26 18:01:54,,
2100000631292|샘표백년동안기획|900ML*2/4 |010501|01005|2021-01-26 18:01:54,,
2100000631308|하이트캔355mlBOX|355ml*24  |010802|01048|2021-01-26 18:01:54,,
2100000582792|쁘띠첼미초블루베리||010301|01007|2021-01-26 18:01:54,,
2100000582808|백설쁘띠첼미초석류|900ml     |010301|01007|2021-01-26 18:01:54,,
2100000586547|백설쁘띠첼밀감|90g*3     |010301|81007|2021-01-26 18:01:54,,
2100000586585|샤)베리샌드900원||010102|01068|2021-01-26 18:01:54,,
2100000586592|코카조지아유러피블랙|270ml     |010201|01105|2021-01-26 18:01:54,,
2100000586608|코카조지아유러피라떼|270ml     |010201|01105|2021-01-26 18:01:54,,
2100000586615|롯데핫식스후르츠캔|250ml     |010201|01056|2021-01-26 18:01:54,,
2100000594955|블루밍화이트린스|550ml     |020101|01042|2021-01-26 18:01:54,,
2100000584536|아이러브샌드위치||010102|01068|2021-01-26 18:01:54,,
2100000584543|샤)케익볼미니|2600      |010102|01068|2021-01-26 18:01:54,,
2100000584550|팥패스츄리1800||010102|01068|2021-01-26 18:01:54,,
2100000584567|로만밀 내몸에2500||010102|01068|2021-01-26 18:01:54,,
2100000584574|샤니미니도넛볼3000||010102|01068|2021-01-26 18:01:54,,
2100000584581|미니후레쉬빵18입|3400      |010102|01068|2021-01-26 18:01:54,,
2100000584598|스위스롤클래식||010102|01068|2021-01-26 18:01:54,,
2100000584604|스위트파이||010102|01068|2021-01-26 18:01:54,,
2100000584611|꼬마단팥호빵||010102|01068|2021-01-26 18:01:54,,
2100000584628|꼬마야채호빵||010102|01068|2021-01-26 18:01:54,,
2100000584635|고구마호빵||010102|01068|2021-01-26 18:01:54,,
2100000584642|곡물통단팥|380g      |010102|01068|2021-01-26 18:01:54,,
2100000584659|삼립)단호박호빵||010102|01068|2021-01-26 18:01:54,,
2100000584666|해태구운깔라마리|1500      |010101|01019|2021-01-26 18:01:54,,
2100000584673|오뚜기통백후추55g||010501|01045|2021-01-26 18:01:54,,
2100000584680|수박||030201|02000|2021-01-26 18:01:54,,
2100000584697|참외||030201|02000|2021-01-26 18:01:54,,
2100000584703|파파야||030201|02000|2021-01-26 18:01:54,,
2100000584710|복숭아||030201|02000|2021-01-26 18:01:54,,
2100000584727|황도||030201|02000|2021-01-26 18:01:54,,
2100000584734|수박||030201|02000|2021-01-26 18:01:54,,
2100000584741|청과||030201|02000|2021-01-26 18:01:54,,
2100000584758|한라봉||030201|02000|2021-01-26 18:01:54,,
2100000584765|감귤||030201|02000|2021-01-26 18:01:54,,
2100000584772|머루포도||030201|02000|2021-01-26 18:01:54,,
2100000584789|청포도||030201|02000|2021-01-26 18:01:54,,
2100000584796|토마토||030201|02000|2021-01-26 18:01:54,,
2100000584802|배||030201|02000|2021-01-26 18:01:54,,
2100000584819|사과||030201|02000|2021-01-26 18:01:54,,
2100000584826|골드키위||030201|02000|2021-01-26 18:01:54,,
2100000584833|그린키위||030201|02000|2021-01-26 18:01:54,,
2100000589227|설레임바나나1000정찰||010901|05007|2021-01-26 18:01:54,,
2100000628537|팔도왕뚜껑김치박스|110g*18   |010306|00000|2021-01-26 18:01:54,,
2100000628544|팔도왕뚜껑짬뽕박스|110g*18   |010306|01049|2021-01-26 18:01:54,,
2100000628551|삼양불닭볶음면박스|5*8       |010306|09999|2021-01-26 18:01:54,,
2100000628568|팔도)라볶이면멀티||999999|01073|2021-01-26 18:01:54,,
2100000590513|풀무원사계절김장김치|1.9kg     |010308|01114|2021-01-26 18:01:54,,
2100000590520|도브뷰티바100g*3||020101|01166|2021-01-26 18:01:54,,
2100000601486|경기미20kg|20kg      |040101|09030|2021-01-26 18:01:54,,
2100000601493|철원오대쌀20kg|20kg      |040101|06239|2021-01-26 18:01:54,,
2100000601509|맛좋은당진쌀20kg||040101|09030|2021-01-26 18:01:54,,
2100000601516|아끼햅쌀20kg||040101|09030|2021-01-26 18:01:54,,
2100000601523|달빛고운쌀20kg|20kg      |040101|09030|2021-01-26 18:01:54,,
2100000601530|아끼햇쌀4kg|4kg       |040101|09030|2021-01-26 18:01:54,,
2100000601547|임금님표이천쌀4Kg|4kg       |040101|09077|2021-01-26 18:01:54,,
2100000601554|고래실논쌀4kg||040101|09030|2021-01-26 18:01:54,,
2100000601561|철원오대쌀4kg|4kg       |040101|09030|2021-01-26 18:01:54,,
2100000601578|찹쌀3.5kg|3.5kg     |040101|09030|2021-01-26 18:01:54,,
2100000601585|현미찹쌀3.5kg||040101|09030|2021-01-26 18:01:54,,
2100000601592|현미3.5Kg||040101|09030|2021-01-26 18:01:54,,
2100000601608|찹쌀700G|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601615|현미700g||040101|09030|2021-01-26 18:01:54,,
2100000601622|현미찹쌀700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601639|찰흑미700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601646|순흑미700g||040101|09030|2021-01-26 18:01:54,,
2100000601653|영양쌀800g|800g      |040101|09030|2021-01-26 18:01:54,,
2100000601660|기장700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601677|건강혼합19곡1+1||040101|09030|2021-01-26 18:01:54,,
2100000601684|찰흑미600g 1+1||040101|09030|2021-01-26 18:01:54,,
2100000601691|남도압맥800g||040101|09030|2021-01-26 18:01:54,,
2100000601707|남도할맥800g|800g      |040101|09030|2021-01-26 18:01:54,,
2100000601714|혼합25곡700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601721|찰보리쌀800g|800g      |040101|09030|2021-01-26 18:01:54,,
2100000601738|기장500g ||040101|09030|2021-01-26 18:01:54,,
2100000601745|율무500g||040101|09030|2021-01-26 18:01:54,,
2100000601752|찰보리쌀3KG|3KG       |040101|09030|2021-01-26 18:01:54,,
2100000618682|롯데설레임쿠키&크림|1300      |010403|05007|2021-01-26 18:01:54,,
2100000618705|롯데설레임바나나|1300      |010403|05007|2021-01-26 18:01:54,,
2100000618897|해피바스올리브비누|3P        |020101|01042|2021-01-26 18:01:54,,
2100000618989|롯데아몬드초코볼|3000      |010101|01062|2021-01-26 18:01:54,,
2100000631315|참이슬후레쉬640mlBOX|640ml*20  |010801|01048|2021-01-26 18:01:54,,
2100000584031|바나나||030201|04000|2021-01-26 18:01:54,,
2100000584048|야채||030101|02000|2021-01-26 18:01:54,,
2100000584055|파인애플||030201|02000|2021-01-26 18:01:54,,
2100000584062|골드키위||030201|02000|2021-01-26 18:01:54,,
2100000584079|그린키위||030201|02000|2021-01-26 18:01:54,,
2100000584086|참다래||030201|02000|2021-01-26 18:01:54,,
2100000584093|머스크메론||030201|02000|2021-01-26 18:01:54,,
2100000631957|농심쌀새우깡1상자|80g*20    |010101|01043|2021-01-26 18:01:54,,
2100000631964|포스틱1상자||010101|01043|2021-01-26 18:01:54,,
2100000631988|진주)포차순대500g||010310|01242|2021-01-26 18:01:54,,
2100000632183|무궁/물비누리필|2000ml    |020202|01234|2021-01-26 18:01:54,,
2100000632190|꽃남자먹물진한흑갈색|N2        |020199|09999|2021-01-26 18:01:54,,
2100000632206|꽃남자먹물자연흑갈색|N4        |020199|09999|2021-01-26 18:01:54,,
2100000632213|꽃남자먹물진한갈색|N5        |020199|09999|2021-01-26 18:01:54,,
2100000632220|꽃남자먹물흑색N1호|N1        |020199|01234|2021-01-26 18:01:54,,
2100000632237|꽃남자먹물밝은갈색|N8        |020199|09999|2021-01-26 18:01:54,,
2100000632381|풀무원평양물냉면기획|2인*2인   |010306|00011|2021-01-26 18:01:54,,
2100000632398|스윙칩볶음고추장1500|50g       |010101|01117|2021-01-26 18:01:54,,
2100000632404|스윙칩오리지널1500|90g       |010101|01117|2021-01-26 18:01:54,,
2100000632411|오리온포카칩4번들|4000      |010101|01117|2021-01-26 18:01:54,,
2100000632428|포카칩어니언4번들   ||010101|01117|2021-01-26 18:01:54,,
2100000632435|청맛선생멸치국물티백|80g       |010599|01052|2021-01-26 18:01:54,,
2100000632442|미니생수병투명650|650       |020301|05014|2021-01-26 18:01:54,,
2100000632459|잡기편한양면수세미||020301|05014|2021-01-26 18:01:54,,
2100000632466|남양프렌치누보믹스|20T       |010601|01055|2021-01-26 18:01:54,,
2100000632473|마주앙모젤750ml*6||999999|01048|2021-01-26 18:01:54,,
2100000606481|메디안굿모닝치솔||020101|01042|2021-01-26 18:01:54,,
2100000606498|동원순닭가슴살1+1|135g*2    |010301|09999|2021-01-26 18:01:54,,
2100000606504|오리온리얼크래커유자|1500      |010101|01117|2021-01-26 18:01:54,,
2100000606511|오)예감/오리지날1200|1200류    |010101|01117|2021-01-26 18:01:54,,
2100000606580|한성곤약250g|250g      |010301|01242|2021-01-26 18:01:54,,
2100000606597|한성실곤약200g|200g      |010301|01242|2021-01-26 18:01:54,,
2100000606788|미닛메이드오렌지100|1L        |010201|05017|2021-01-26 18:01:54,,
2100000606795|해태)써니텐사과1.5L||010201|01105|2021-01-26 18:01:54,,
2100000606986|마리오케이퍼인비기니|100g      |010901|01008|2021-01-26 18:01:54,,
2100000584444|빙그레)따옴오렌지||010203|99584|2021-01-26 18:01:54,,
2100000584451|빙그레)따옴사과220㎖||010203|01104|2021-01-26 18:01:54,,
2100000587599|듀얼라떼롤800원||010102|01068|2021-01-26 18:01:54,,
2100000587605|밀크후레쉬팡||010102|01068|2021-01-26 18:01:54,,
2100000587612|핫소스팡800원||010102|01068|2021-01-26 18:01:54,,
2100000587629|환타스위트믹스1.5L||020101|05017|2021-01-26 18:01:54,,
2100000587636|동서카누미니마일드|10T       |010601|01055|2021-01-26 18:01:54,,
2100000587643|동카누다크스위트10T|10T       |010601|01055|2021-01-26 18:01:54,,
2100000587780|설록찬물녹차40티백||010602|01042|2021-01-26 18:01:54,,
2100000596263|퍼실파워일반세탁기용|3.25kg    |020202|09999|2021-01-26 18:01:54,,
2100000596836|대림우엉이랑단무지|250g      |010401|01242|2021-01-26 18:01:54,,
2100000597406|애니데이무향롱40p|40p       |020403|01166|2021-01-26 18:01:54,,
2100000597413|좋은느낌뉴울날대16||020403|01166|2021-01-26 18:01:54,,
2100000597420|도)릴랙싱케어코코넛|800g      |020101|01166|2021-01-26 18:01:54,,
2100000597437|도브바디워시바닐라|800g      |020101|01166|2021-01-26 18:01:54,,
2100000597444|도브)스칼프샴푸|780g*2    |020101|01166|2021-01-26 18:01:54,,
2100000597451|클)수분전용로션|125ml     |020199|01042|2021-01-26 18:01:54,,
2100000597468|클)수분전용크림|45g       |020199|01042|2021-01-26 18:01:54,,
2100000597475|클)수분전용토너|125ml     |020199|01042|2021-01-26 18:01:54,,
2100000597482|오리온과자모음||010101|01117|2021-01-26 18:01:54,,
2100000597499|스팸클래식340*2+200g||010701|01007|2021-01-26 18:01:54,,
2100000597543|제스프리골드키위|5입       |030201|02000|2021-01-26 18:01:54,,
2100000597550|제스프리골드키위|5입       |030201|02000|2021-01-26 18:01:54,,
2100000597567|제스프리그린키위|5입 팩    |030201|02000|2021-01-26 18:01:54,,
2100000597574|풀)하프미니함박브라|320g      |010401|01114|2021-01-26 18:01:54,,
2100000613441|매일요구르트번들|15개입    |010202|01121|2021-01-26 18:01:54,,
2100000613588|다회용투명소주컵||020301|09999|2021-01-26 18:01:54,,
2100000613595|광천올리브김28g*3||020301|09999|2021-01-26 18:01:54,,
2100000613601|국산백태|500g      |040101|09030|2021-01-26 18:01:54,,
2100000613618|로아커웨하스바닐라||010101|00000|2021-01-26 18:01:54,,
2100000613625|미닛메이드선물세트||010203|05017|2021-01-26 18:01:54,,
2100000613632|롯)허쉬아몬드드랍스|60g       |010101|01062|2021-01-26 18:01:54,,
2100000613649|애경2080블루민트치약|160g      |020101|09999|2021-01-26 18:01:54,,
2100000613656|샤니)초코롤케익800||010102|01068|2021-01-26 18:01:54,,
2100000613663|오뚜기북경짬뽕|550       |010306|01045|2021-01-26 18:01:54,,
2100000613786|칼라깔대기(특대)||020301|09999|2021-01-26 18:01:54,,
2100000613793|키친아트그레이스주전|4.5L      |020301|09999|2021-01-26 18:01:54,,
2100000613809|황주전자|4L        |020301|09999|2021-01-26 18:01:54,,
2100000613816|이마트유별난새우||010101|09999|2021-01-26 18:01:54,,
2100000613823|이마트/하바네로라면||010306|09999|2021-01-26 18:01:54,,
2100000613830|이마트갈릭새우칩||010101|09999|2021-01-26 18:01:54,,
2100000613847|홈플러스맛새우칩||010101|09999|2021-01-26 18:01:54,,
2100000613854|미등록상품||999999|99999|2021-01-26 18:01:54,,
2100000613861|오뚜기)깨끗한란30구||030501|01045|2021-01-26 18:01:54,,
2100000613878|페브리즈향료무첨370m||020299|09999|2021-01-26 18:01:54,,
2100000613984|자갈치90g*20입박스||010101|01043|2021-01-26 18:01:54,,
2100000613991|농심하모니1500|122g      |010306|01043|2021-01-26 18:01:54,,
2100000614004|농)강글리오꿀사과20P||010601|01043|2021-01-26 18:01:54,,
2100000614011|농심)하모니면박스||010306|01043|2021-01-26 18:01:54,,
2100000586455|한초랑15개입||020403|01166|2021-01-26 18:01:54,,
2100000586462|해피허브라벤다3입|100g*3    |020301|01042|2021-01-26 18:01:54,,
2100000586479|쵸코후레이크600g|600g      |010103|09999|2021-01-26 18:01:54,,
2100000586486|오페라샌드4800|297g      |010103|09999|2021-01-26 18:01:54,,
2100000594191|수드림주방자바라I형|SD-084    |020301|04007|2021-01-26 18:01:54,,
2100000594207|멀티탭2구2M||020301|04007|2021-01-26 18:01:54,,
2100000594214|접지3구멀티탭||010401|01047|2021-01-26 18:01:54,,
2100000594221|T자3구멀티||020301|04007|2021-01-26 18:01:54,,
2100000594238|김장봉투(대)2매||010401|01047|2021-01-26 18:01:54,,
2100000594245|김장봉투(중)||010401|04007|2021-01-26 18:01:54,,
2100000594252|신성김장봉투(소)||010401|01047|2021-01-26 18:01:54,,
2100000594580|예감치즈그라탕||010101|01117|2021-01-26 18:01:54,,
2100000594597|농심사천짜파게티박스|5*8       |010306|01043|2021-01-26 18:01:54,,
2100000594603|신라면블랙멀티/1박스||010306|01043|2021-01-26 18:01:54,,
2100000594610|라이스짜장면멀티박스|125*3*6   |010306|01043|2021-01-26 18:01:54,,
2100000594627|팔도비빔면멀티박스|5*8       |010306|00000|2021-01-26 18:01:54,,
2100000594634|농심노래방새우깡박스|400g*6    |010101|01043|2021-01-26 18:01:54,,
2100000594788|아동욕실화||020301|05014|2021-01-26 18:01:54,,
2100000594795|뽀로로유아욕실화||020301|05014|2021-01-26 18:01:54,,
2100000594801|칼라슬리퍼||020301|05014|2021-01-26 18:01:54,,
2100000594818|뚜껑35제빙기||020301|05014|2021-01-26 18:01:54,,
2100000594825|구두약 검정||020301|05014|2021-01-26 18:01:54,,
2100000594832|센스수저함||020301|05014|2021-01-26 18:01:54,,
2100000594849|골드수저함||020301|05014|2021-01-26 18:01:54,,
2100000594856|를브러쉬 H-2||020301|05014|2021-01-26 18:01:54,,
2100000594863|구름빵스푼포크케이스||020301|05014|2021-01-26 18:01:54,,
2100000594870|옥수수수저케이스대||020301|05014|2021-01-26 18:01:54,,
2100000594887|허니베어매트||020301|05014|2021-01-26 18:01:54,,
2100000594894|송염오복치약130g*2||020101|01042|2021-01-26 18:01:54,,
2100000594900|메디안검치약71%|140g      |020101|01042|2021-01-26 18:01:54,,
2100000594917|블루밍아이리스린스|550ml     |020101|01042|2021-01-26 18:01:54,,
2100000601769|서리태600g|600g      |040101|09030|2021-01-26 18:01:54,,
2100000601776|수수(국산)700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601783|녹두(국산)700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601790|적두(국산)700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601806|흑태(국산)|600g      |040101|09030|2021-01-26 18:01:54,,
2100000601813|차조700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000601820|백태600g|600g      |040101|09030|2021-01-26 18:01:54,,
2100000601837|늘보리700g|700g      |040101|09030|2021-01-26 18:01:54,,
2100000594962|블루밍화이트샴푸|550ml     |020101|01042|2021-01-26 18:01:54,,
2100000594979|메디안크리닉150g||020101|01042|2021-01-26 18:01:54,,
2100000594986|델몬트오렌지100%|1L        |010201|05097|2021-01-26 18:01:54,,
2100000594993|델몬트포도100%1L|1L        |020101|09999|2021-01-26 18:01:54,,
2100000595006|델몬트망고1L||010201|09999|2021-01-26 18:01:54,,
2100000595181|쌍쌍바포도||010401|01114|2021-01-26 18:01:54,,
2100000595341|좋)왕손약과|450g      |030401|09033|2021-01-26 18:01:54,,
2100000595358|불고기햄(조은)1Kg||030401|09033|2021-01-26 18:01:54,,
2100000595365|촉촉한치즈케익|280g      |010102|01068|2021-01-26 18:01:54,,
2100000595372|좋은느낌슬날중12p||020403|01166|2021-01-26 18:01:54,,
2100000595389|화이트슬림날중|36P       |020403|01166|2021-01-26 18:01:54,,
2100000595396|백설흑미작은공기3입|130g*3    |010301|01007|2021-01-26 18:01:54,,
2100000595402|버지니아S클리어1mg|1보루     |060102|07777|2021-01-26 18:01:54,,
2100000595419|버지니아클리어1mg||060102|07777|2021-01-26 18:01:54,,
2100000595426|버지니아S클리어4mg|1보루     |060102|07777|2021-01-26 18:01:54,,
2100000595433|버지니아클리어피니쉬|4mg       |060102|07777|2021-01-26 18:01:54,,
2100000595440|탱크보이바||010701|09999|2021-01-26 18:01:54,,
2100000595457|사브작쫄깃육포오리|70g       |010301|01052|2021-01-26 18:01:54,,
2100000595464|사브작쫄깃육포달콤|70g       |010301|01052|2021-01-26 18:01:54,,
2100000595785|백천일염오천년의신비|500g      |010901|01007|2021-01-26 18:01:54,,
2100000595792|백설천일염구운소금|400g      |010501|01007|2021-01-26 18:01:54,,
2100000595808|성진나이스장갑|M         |020301|04007|2021-01-26 18:01:54,,
2100000595815|성진나이스장갑|L         |020301|04007|2021-01-26 18:01:54,,
2100000595822|연소기(모기따)||020301|04007|2021-01-26 18:01:54,,
2100000595839|마포걸레대(하)||020301|05014|2021-01-26 18:01:54,,
2100000595846|물걸래청소포-20매||020301|05014|2021-01-26 18:01:54,,
2100000595853|욕실화트임||020301|05014|2021-01-26 18:01:54,,
2100000595877|쉐프실속군만두1kg||010402|81007|2021-01-26 18:01:54,,
2100000595884|행복한콩||010402|81007|2021-01-26 18:01:54,,
2100000595891|고소한부침||010402|81007|2021-01-26 18:01:54,,
2100000595990|CJ)가마보꼬어묵150g||020301|05014|2021-01-26 18:01:54,,
2100000596003|더건강한오뎅나베|273g      |020301|05014|2021-01-26 18:01:54,,
2100000596010|CJ더건강한어묵180g||020301|05014|2021-01-26 18:01:54,,
2100000602797|칠갑찰꼬마떡볶이|400g      |010310|01242|2021-01-26 18:01:54,,
2100000602803|백설더건강한햄클래식|340g      |010301|01007|2021-01-26 18:01:54,,
2100000602810|CJ)더건강한햄200g||010301|01007|2021-01-26 18:01:54,,
2100000602827|CJ)알래스카연어135g||010301|01007|2021-01-26 18:01:54,,
2100000602834|백설광양매실당1.2kg|1.2kg     |010301|01007|2021-01-26 18:01:54,,
2100000602841|백설명품천일염1㎏|1kg       |010901|01007|2021-01-26 18:01:54,,
2100000596997|자연은맛있다(맵지않)||010306|01114|2021-01-26 18:01:54,,
2100000597000|자연은맛있다(얼큰)||010306|01114|2021-01-26 18:01:54,,
2100000597819|윈스톤슈퍼슬림-원||010701|01047|2021-01-26 18:01:54,,
2100000598786|디스아프리카||060101|00001|2021-01-26 18:01:54,,
2100000598892|페리오브레스쿨치약||020101|01051|2021-01-26 18:01:54,,
2100000599646|풀무원명절기획300gX2||010401|01114|2021-01-26 18:01:54,,
2100000599790|오징어집(대)1200박스|83*20입   |010101|01043|2021-01-26 18:01:54,,
2100000600137|그린샘)재활용비누4입||020202|01234|2021-01-26 18:01:54,,
2100000600441|아인슈타인베이비185m|185ml     |010202|01069|2021-01-26 18:01:54,,
2100000600458|남양GT저지방1.8L||010202|01069|2021-01-26 18:01:54,,
2100000600984|팔도)일품짜장컵(대)||010306|01073|2021-01-26 18:01:54,,
2100000600991|샤프란/릴렉싱아로마|1600ml    |020202|01051|2021-01-26 18:01:54,,
2100000601004|LG)샤프란핑크1600|1600ml    |020202|01051|2021-01-26 18:01:54,,
2100000601189|푸르밀비피더스사과|4+4       |010202|99584|2021-01-26 18:01:54,,
2100000601257|칠성사이다1.8L||010201|09999|2021-01-26 18:01:54,,
2100000601264|오리온)치킨팝불닭맛||010101|01117|2021-01-26 18:01:54,,
2100000601271|맥심화이트골드믹스|150+20T   |010601|09999|2021-01-26 18:01:54,,
2100000601288|담터)꿀유자차|1kg       |010602|09999|2021-01-26 18:01:54,,
2100000601295|담터)꿀대추차1kg||010602|09999|2021-01-26 18:01:54,,
2100000601301|담터/꿀생강차|1kg       |010602|09999|2021-01-26 18:01:54,,
2100000601318|농심수미칩오리지날|85g*12    |010101|01043|2021-01-26 18:01:54,,
2100000601325|해태쭈욱짜봐콜라|800       |010101|01019|2021-01-26 18:01:54,,
2100000601332|샘표우리엄마멸치조림|50g       |010301|01005|2021-01-26 18:01:54,,
2100000601349|롯데해바라기초코볼|3000      |010101|01062|2021-01-26 18:01:54,,
2100000601356|한라참치액500ml|500m      |010505|01242|2021-01-26 18:01:54,,
2100000601363|석기시대1000||010101|01062|2021-01-26 18:01:54,,
2100000601370|롯데ID에버라스트1200||010101|01062|2021-01-26 18:01:54,,
2100000601387|백설가쓰오우동2인분|445g      |010301|81007|2021-01-26 18:01:54,,
2100000601394|화이트시크릿슬일반소|18p       |020403|01166|2021-01-26 18:01:54,,
2100000603473|제주삼다수500ml*20  |500ml*20  |010201|08244|2021-01-26 18:01:54,,
2100000603480|하선정우엉조림/130g||010301|81007|2021-01-26 18:01:54,,
